epoch , batch_size, learning_rate, accuracy, loss
1 , 100 , 0.0005 , 0.14196372032165527 , 2.07733416557312
2 , 100 , 0.0005 , 0.15478424727916718 , 2.0707170963287354
3 , 100 , 0.0005 , 0.156816765666008 , 2.066427707672119
4 , 100 , 0.0005 , 0.17589117586612701 , 2.0585384368896484
5 , 100 , 0.0005 , 0.19105690717697144 , 2.047412395477295
6 , 100 , 0.0005 , 0.18886804580688477 , 2.0492515563964844
7 , 100 , 0.0005 , 0.1926203817129135 , 2.0468945503234863
8 , 100 , 0.0005 , 0.18980613350868225 , 2.042402505874634
9 , 100 , 0.0005 , 0.21013133227825165 , 2.028468370437622
10 , 100 , 0.0005 , 0.20481550693511963 , 2.037276029586792
11 , 100 , 0.0005 , 0.19527830183506012 , 2.03334641456604
12 , 100 , 0.0005 , 0.19512194395065308 , 2.038832664489746
13 , 100 , 0.0005 , 0.21450906991958618 , 2.022306203842163
14 , 100 , 0.0005 , 0.21482177078723907 , 2.022237777709961
15 , 100 , 0.0005 , 0.20559725165367126 , 2.0265588760375977
16 , 100 , 0.0005 , 0.20590993762016296 , 2.0266306400299072
17 , 100 , 0.0005 , 0.22076298296451569 , 2.0103402137756348
18 , 100 , 0.0005 , 0.21091307699680328 , 2.025139331817627
19 , 100 , 0.0005 , 0.2135709822177887 , 2.020198106765747
20 , 100 , 0.0005 , 0.2030956894159317 , 2.0279135704040527
21 , 100 , 0.0005 , 0.2240462750196457 , 2.00593638420105
22 , 100 , 0.0005 , 0.20168855786323547 , 2.0331435203552246
23 , 100 , 0.0005 , 0.21904315054416656 , 2.019512414932251
24 , 100 , 0.0005 , 0.20387741923332214 , 2.031172752380371
